Function Name,Exclusive Samples,Exclusive Samples %,Inclusive Samples,Inclusive Samples %,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",14,0.00,"91,784",24.04,0,0,0,0,
"Microsoft.Quantum.Canon.ExpMod.<get_Body>b__11_0",13,0.00,"1,082",0.28,0,0,0,0,
"Microsoft.Quantum.Canon.ModularIncrementPhaseLE.get_IntegerIncrementPhaseLE",13,0.00,46,0.01,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper+<>c.<MakeGetQubitsFunctionsDictionary>b__0_4",13,0.00,13,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",13,0.00,"27,878",7.30,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.get_Reverse",12,0.00,25,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.ModularAddProductPhaseLE.<get_ControlledAdjointBody>b__25_0",12,0.00,"65,358",17.12,0,0,0,0,
"Microsoft.Quantum.Canon.WithA`1[System.__Canon].<get_Body>b__5_0",12,0.00,"43,556",11.41,0,0,0,0,
"Microsoft.Quantum.Canon.CopyMostSignificantBitLE.get_Tail",11,0.00,20,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.Reverse`1[System.__Canon].get_Body",11,0.00,11,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.Snd`2[System.Int64,System.Int64].<get_Body>b__5_0",11,0.00,698,0.18,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].GetQubits",11,0.00,11,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody",10,0.00,10,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_Body",10,0.00,10,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",10,0.00,"87,421",22.90,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",10,0.00,10,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",10,0.00,10,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyLEOperationOnPhaseLEA.get_QFTLE",9,0.00,34,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyLEOperationOnPhaseLEA.get_WithA",9,0.00,19,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.AllocateOneQubit",9,0.00,11,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_ControlledBody",9,0.00,9,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Apply",9,0.00,"87,610",22.95,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_Body",9,0.00,9,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.get_SwapReverseRegister",8,0.00,41,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.AsQubitArray.<get_Body>b__5_0",8,0.00,218,0.06,0,0,0,0,
"Microsoft.Quantum.Canon.BoolArrFromPositiveInt.<get_Body>b__7_0",8,0.00,263,0.07,0,0,0,0,
"Microsoft.Quantum.Canon.CopyMostSignificantBitLE.get_Body",8,0.00,8,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ExtendedGCD.get_Fst",8,0.00,19,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.QFTLE.get_Body",8,0.00,8,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.SwapReverseRegister.get_Body",8,0.00,8,0.00,0,0,0,0,
"Microsoft.Quantum.Extensions.Math.Native+PI+<>c.<get_Body>b__2_0",8,0.00,8,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor",8,0.00,8,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Combine",8,0.00,8,0.00,0,0,0,0,
"dynamicClass.IL_STUB_PInvoke",7,0.00,"1,142",0.30,0,0,0,0,
"Microsoft.Quantum.Canon.AsQubitArray.get_Body",7,0.00,7,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.CopyMostSignificantBitLE.get_AsQubitArray",7,0.00,32,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.ExtendedGCD.get_Snd",7,0.00,36,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.ModularAddProductPhaseLE.get_ExpMod",7,0.00,19,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.QFTLE.<get_Body>b__9_0",7,0.00,"42,556",11.15,0,0,0,0,
"Microsoft.Quantum.Primitive.CNOT.<get_ControlledBody>b__11_0",7,0.00,724,0.19,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.get_Body",7,0.00,7,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_Body",7,0.00,7,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",7,0.00,7,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].<.ctor>b__2_0",7,0.00,14,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Apply",7,0.00,"1,919",0.50,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",7,0.00,"1,926",0.50,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_AdjointBody",7,0.00,7,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]]..ctor",7,0.00,7,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.Collections.Generic.IEnumerator<System.Int64>.get_Current",7,0.00,7,0.00,0,0,0,0,
"[hostpolicy.dll]",6,0.00,133,0.03,0,0,0,0,
"Microsoft.Quantum.Canon.ModularMultiplyByConstantLE.<get_ControlledBody>b__23_0",6,0.00,"1,46,487",38.37,0,0,0,0,
"Microsoft.Quantum.Canon.QFT.<get_Body>b__7_0",6,0.00,"40,837",10.70,0,0,0,0,
"Microsoft.Quantum.Canon.Tail`1[System.__Canon].get_Body",6,0.00,6,0.00,0,0,0,0,
"Microsoft.Quantum.Extensions.Convert.Native+ToDouble+<>c.<get_Body>b__2_0",6,0.00,6,0.00,0,0,0,0,
"Microsoft.Quantum.Primitive.SWAP.get_Body",6,0.00,7,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.__Canon,System.__Canon].get_AdjointBody",6,0.00,6,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",6,0.00,"4,702",1.23,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c.<GetTupleValues>b__5_0",6,0.00,6,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.get_Body",6,0.00,6,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR+<>c.<get_Body>b__7_0",6,0.00,"3,354",0.88,0,0,0,0,
"[kernel32.dll]",5,0.00,"3,80,234",99.60,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyLEOperationOnPhaseLEA.<get_AdjointBody>b__11_0",5,0.00,"45,393",11.89,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.get_Body",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ExpMod.get_AssertBoolEqual",5,0.00,26,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.Fst`2[System.Int64,System.Int64].get_Body",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledBody",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ModularAddProductPhaseLE.<get_ControlledBody>b__23_0",5,0.00,"65,247",17.09,0,0,0,0,
"Microsoft.Quantum.Canon.ModularIncrementPhaseLE.get__EnableExtraAssertsForArithmetic",5,0.00,15,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ModularIncrementPhaseLE.get_ApplyLEOperationOnPhaseLEA",5,0.00,16,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.QFT.<get_AdjointBody>b__9_0",5,0.00,"41,530",10.88,0,0,0,0,
"Microsoft.Quantum.Canon.QFT.get_ApproximateQFT",5,0.00,36,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.Snd`2[System.Int64,System.Int64].get_Body",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.Tail`1[System.__Canon].get_AssertBoolEqual",5,0.00,19,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_Body",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",5,0.00,"87,615",22.95,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",5,0.00,"3,379",0.89,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",5,0.00,"1,094",0.29,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c.<CastTuple>b__1_0",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range..ctor",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.Extensions+<>c.<GetIds>b__0_0",5,0.00,5,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX+<>c.<get_Body>b__7_0",5,0.00,"1,729",0.45,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.get_Body",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.CopyMostSignificantBitLE.get_AdjointBody",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ExpMod.get_BitSize",4,0.00,14,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_AdjointBody>b__9_0",4,0.00,"2,529",0.66,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_Body>b__7_0",4,0.00,"2,832",0.74,0,0,0,0,
"Microsoft.Quantum.Canon.QFTLE.<get_AdjointBody>b__11_0",4,0.00,"43,034",11.27,0,0,0,0,
"Microsoft.Quantum.Canon.QFTLE.get_QFT",4,0.00,28,0.01,0,0,0,0,
"Microsoft.Quantum.Canon.WithA`1[System.__Canon].get_AdjointBody",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_Body>b__7_0",4,0.00,"2,755",0.72,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AbstractOperation.GetQubits",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.__Canon,System.__Canon].GetQubits",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].get_Body",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,Microsoft.Quantum.Simulation.Core.Result].Microsoft.Quantum.Simulation.Core.ICallable.Apply",4,0.00,41,0.01,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",4,0.00,"1,00,586",26.35,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Apply",4,0.00,"3,374",0.88,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",4,0.00,"5,228",1.37,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2+<>c[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<FindPartialType>b__21_0",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor",4,0.00,31,0.01,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_Body>b__12_0",4,0.00,"45,777",11.99,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Create",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.IDisposable.Dispose",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions+<>c.<Normalize>b__10_0",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",4,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_AdjointBody>b__9_0",4,0.00,"1,505",0.39,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX+<>c__DisplayClass9_0.<get_ControlledBody>b__2",4,0.00,4,0.00,0,0,0,0,
"[ntdll.dll]",3,0.00,"3,80,240",99.60,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyLEOperationOnPhaseLEA.get_Body",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyPhaseLEOperationOnLECA.<get_ControlledAdjointBody>b__13_0",3,0.00,"70,148",18.38,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyPhaseLEOperationOnLECA.<get_ControlledBody>b__11_0",3,0.00,"70,143",18.37,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.get_AdjointBody",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.BitSize.<get_Body>b__7_0",3,0.00,104,0.03,0,0,0,0,
"Microsoft.Quantum.Canon.BoolArrFromPositiveInt.get_Body",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.CopyMostSignificantBitLE.get_MicrosoftQuantumPrimitiveCNOT",3,0.00,14,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ExpMod.get_Body",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.Fst`2[System.Int64,System.Int64].<get_Body>b__5_0",3,0.00,379,0.10,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledAdjointBody",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.IsCoprime.get_ExtendedGCD",3,0.00,4,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ModularAddProductPhaseLE.get_ModularIncrementPhaseLE",3,0.00,9,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.ModularIncrementPhaseLE.get_Release",3,0.00,17,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.QFTLE.get_AdjointBody",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Canon.RobustPhaseEstimation.<get_Body>b__25_0",3,0.00,"1,49,767",39.23,0,0,0,0,
"Microsoft.Quantum.Canon.Tail`1[System.__Canon].<get_Body>b__7_0",3,0.00,432,0.11,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_AdjointBody>b__9_0",3,0.00,"2,461",0.64,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.get_AdjointBody",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Samples.IntegerFactorization.EstimatePeriod.<get_Body>b__43_0",3,0.00,"1,49,829",39.25,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManager.Release",3,0.00,"1,134",0.30,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_AdjointBody",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",3,0.00,126,0.03,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",3,0.00,"1,29,413",33.90,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",3,0.00,273,0.07,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",3,0.00,"2,684",0.70,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply",3,0.00,"6,011",1.57,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",3,0.00,"5,224",1.37,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",3,0.00,"4,706",1.23,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_AdjointBody>b__14_0",3,0.00,"46,105",12.08,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.Boolean]..ctor",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",3,0.00,3,0.00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",3,0.00,3,0.00,0,0,0,0,
